"x1","x2","x3","A","y"
-0.93,0,9.66,0,0.02
-1.14,1,7.72,1,-1.83
0.91,1,10.62,0,0.57
-0.99,0,12.25,0,-0.65
0.67,0,6.07,1,0.7
1.41,0,9.25,0,0.22
1.16,0,8.98,1,0.63
-0.14,1,10.91,1,-0.02
-0.54,1,7.41,1,-0.51
-1.08,0,12.88,0,-0.29
-0.02,0,8.5,1,-2.46
-0.23,0,13.81,1,-1.75
0.16,0,8.47,0,0.92
-0.6,1,13.63,1,-1.96
0.63,1,8.99,1,-0.27
0.71,0,11.94,1,-1
1.08,0,10.83,0,2.7
2.25,1,9.73,0,1.63
0.2,1,14.48,1,-1.16
-0.58,0,10.55,0,-1.66
-0.08,0,11.28,0,1.03
-1.63,0,9.57,0,-1.6
0.13,0,8.78,0,1.74
-0.43,0,16.63,0,-1.38
0.41,0,9.37,1,0.02
-0.27,1,10.43,0,-1.51
-1.38,0,10.99,1,-0.73
0.04,0,10.52,1,-0.68
-1.35,0,14.29,1,-1.72
0.9,0,6.49,1,1.1
-1.83,0,8.96,0,0.58
-0.14,0,6.59,0,1.94
0.46,1,7.92,1,-0.74
-1.52,0,11.48,0,-0.38
1.4,0,12.54,1,-1.13
-0.89,1,18.54,1,-2.88
-0.51,1,11.51,1,-2.3
0.16,0,9.12,0,0.27
-0.34,1,6.99,1,-1.34
-1.04,0,11.22,0,-1.37
0.41,0,12.78,0,0.4
-0.52,1,8.72,1,-1.17
0.51,0,10.8,0,0.49
-0.5,1,10.73,1,0.17
-0.96,0,8.8,1,-1.85
-0.09,1,12.34,0,0.62
0.65,0,5.71,1,0.15
0.24,0,16.07,1,-1.68
-0.06,0,10.16,1,-0.72
-1.95,0,11.28,0,-0.69
1.45,0,10.32,0,1.47
-0.04,0,6.02,0,-1.55
-0.86,0,11.77,1,-3.23
-0.2,1,9.66,1,0.81
0.26,1,6.93,0,-0.25
-1.52,0,11.15,1,-2
0.72,1,4.15,1,1.3
0.25,0,14.61,1,-1.5
1.2,0,7.3,1,2.49
0.99,0,9.63,0,-0.54
-0.54,0,15.56,0,1.01
-0.49,0,5.66,1,0
-1,0,15.03,0,-0.48
-0.36,1,12.42,1,-1.77
0.94,0,12.15,1,0.32
1.79,0,3.43,1,2.19
0.93,0,9.27,0,0.98
-1.83,0,5.82,1,-2.46
0.82,1,7.87,1,1.66
1.04,0,11.32,1,-0.72
0.62,0,7.35,1,-0.28
-0.85,0,13.26,0,0.61
1.06,1,10.15,1,1.13
0.73,1,5.24,1,0.62
0.66,0,12.57,0,1.15
-0.38,0,8.19,0,-1.05
0.85,1,6.89,1,1.72
0.11,0,13.55,0,-0.62
-0.07,0,10.95,1,-2.95
1.49,0,11.48,1,1.62
0.76,1,10.95,0,0.48
-2.87,1,7.91,1,-1.37
-0.43,1,10.05,1,-1.76
-1.49,0,9.46,1,-2.05
0.59,0,8.05,0,1.2
-0.44,0,4.92,1,0.79
0.9,0,11.44,1,0.16
0.47,0,8,1,0.43
0.02,1,13.95,1,-1.31
-0.09,0,12.95,0,0.42
-0.36,0,9.1,1,-0.24
0.2,0,10.97,0,-1.09
-1.11,1,12.79,0,-0.73
0.67,0,9.15,0,-0.1
-0.39,1,19.07,0,-1.36
-0.74,0,11.69,0,0.73
-0.33,0,9.72,1,0.04
1.87,0,10.17,1,0.19
-1.76,0,9.88,1,-2.88
-0.35,1,13.93,1,-0.28
0.11,1,13.73,1,-0.92
-0.54,0,10.41,1,-2.14
-0.41,0,9.52,0,-0.66
0.38,0,11.77,1,-3.08
0.22,0,8.21,0,-0.08
-0.67,1,10.17,1,1.42
0.57,0,9.44,1,-0.68
0.18,0,5.75,0,-0.62
0.69,0,8.31,1,0.81
-1.33,0,6.67,1,-0.85
-0.77,1,12.82,0,0.15
-0.19,0,6.48,1,-0.92
0.96,0,9.64,0,0.5
-0.53,0,7.09,1,-0.21
-1.03,0,10.28,0,-1.75
0.77,0,8.58,0,1.35
0.47,0,17.06,1,-1.5
-1.23,0,9,1,-2.57
2.05,0,12.25,1,0.46
1.5,0,11.16,1,-0.86
-1.39,1,12.04,1,-1.69
2.15,0,13.07,0,1.95
-1.73,0,8.54,0,-1.82
0.1,0,6.6,1,-1.18
-1.14,1,11.99,0,-1.2
-0.38,1,7.22,1,-0.45
-0.35,0,14.1,0,-0.41
0.32,0,6.72,1,-0.56
-1.12,0,2.31,0,-1.43
-2.76,0,6.83,0,-1.22
-0.1,0,8.45,0,-1.2
-0.75,1,15.7,1,-1.15
0.21,1,12.47,0,1.06
-0.85,0,14.72,1,-3.13
0.79,0,6.06,0,1.83
0.03,0,13.34,0,-0.04
0.6,1,8.18,0,0.5
-0.99,1,12.6,0,-0.85
-0.21,1,4.17,1,0.83
0.34,1,12.95,1,-1.21
-0.09,0,9.09,0,-1.91
1.65,1,9.44,0,0.53
-1.96,0,13.97,0,-1.22
0.76,0,11.09,0,2.23
0.01,0,10.3,0,0.84
0.95,0,12.47,1,0.25
-0.1,0,7.33,0,0.49
-2.74,0,6.01,0,-1.11
0.42,0,13.25,0,1.86
-0.22,0,14.27,1,-2.96
-0.99,0,11.5,0,-2.27
-0.66,0,9.98,1,-1.44
0.06,1,14.26,0,-0.64
2.45,0,10.45,0,0.23
0.19,0,11.17,0,0.6
-0.98,0,10.35,0,-1.95
1.9,0,12.26,1,3.2
-0.44,0,6.48,1,-0.47
-0.83,1,8.61,1,0.09
-1.25,0,9.4,1,-0.96
-0.67,0,5.14,0,-1.39
1.94,1,12.32,0,1.69
0.91,0,10.65,1,-1.43
0.74,0,7.87,1,0.48
0.15,1,11.05,0,1.21
0.28,0,10.52,0,0.18
0.59,1,7.89,1,-1.86
0.22,0,10.19,0,1.15
0.16,0,7.73,1,-0.89
0.95,0,11.61,1,1.02
-0.17,1,5.83,1,0.73
0.26,0,10.49,1,-1.3
-0.9,0,12.54,1,-2.91
1.58,1,10.61,0,1.68
1.39,0,7.66,0,-0.04
-1.81,1,6.75,1,-0.37
-0.22,1,5.13,0,0.69
0.55,1,11.37,1,0.03
0.48,0,10.55,0,1.49
0.76,1,10.17,1,-0.75
-0.45,1,12.08,1,-1.98
